,name,name_description,name_category,name_gender
1250,Sławobor,"Sławobor – staropolskie imię męskie, złożone z członów Sławo- (""sława"") i -bor (""walczyć, zmagać się""). Może oznaczać ""ten, kto sławi walkę"".
",slavic,male
1251,Skarbisław,"Skarbisław — staropolskie imię męskie, zrekonstruowane na podstawie nazwy wsi Skarbisławice w dawnym powiecie stopnickim[1], złożone z członów Skarbi- (""smucić, martwić, troszczyć się"") i -sław (""sława""). 
",slavic,male
1252,Sjęgniewa,"Sjęgniewa – żeński odpowiednik staropolskiego imienia Sjęgniew, złożonego z członu Sję- (s-jąć – ""wziąć, chwycić, trzymać""), oraz członu -gniew- (""gniew""). Może oznaczać ""tę, która ujarzmia swój gniew"".
",slavic,female
1253,Skarbimira,"Skarbimira – żeński odpowiednik imienia Skarbimir. Znaczenie imienia: ""troszcząca się o pokój"".
",slavic,female
1254,Snowid,"Snowid – staropolskie imię męskie, złożone z członów Sno- (""sen"") i -wid (""widzieć""). Może więc oznaczać ""tego, który widzi sny"".
",slavic,male
1255,Skarbimir,"Skarbimir, Skardmir, Skamir, Skarbimirz – staropolskie imię męskie, złożone z członów Skarbi- (""smucić, martwić, troszczyć się"") i -mir (""pokój, spokój, dobro""). Może oznaczać ""troszczący się o pokój"".
",slavic,male
1256,Sjęgniew,"Sjęgniew – staropolskie imię męskie, złożone z członu Sję- (s-jąć – ""wziąć, chwycić, trzymać""), oraz członu -gniew (""gniew"").
",slavic,male
1257,Sięgniewa,"Sięgniewa — żeński odpowiednik staropolskiego imię męskiego Sięgniew, złożonego z członu Wsze- (""wszystek, każdy, zawsze"") w wersji nagłosowej Się-, oraz członu -gniew- (""gniew""). 
",slavic,male
1258,Siestrzewit,"Siestrzewit – staropolskie imię męskie, złożone z członów Siestrze- (""siostrze"") i -wit (""pan, władca""). Znaczenie imienia: ""ten, który sprawuje władzę nad swoją siostrą"".
",slavic,male
1259,Siestrzemił,"Siestrzemił – staropolskie imię męskie, złożone z członów Siestrze- (""siostrze"") i -mił (""miły""). Znaczenie imienia: ""ten, który jest miły swojej siostrze"".
",slavic,male
1260,Sirosława,"Sirosława, Sierosława – staropolskie imię żeńskie, złożone z dwóch członów: Siro- (""pozbawiony czegoś"") i -sława (""sława""). Mogło oznaczać ""pozbawiona sławy"". W źródłach poświadczone w XIII wieku (1250).
",slavic,female
1261,Sirosław,"Sirosław, Sierosław – staropolskie imię męskie, złożone z dwóch członów: Siro- (""pozbawiony czegoś"") i -sław (""sława""). Mogło oznaczać ""pozbawiony sławy"".
",slavic,male
1262,Siepraw,"Siepraw – staropolskie imię męskie, złożone z członów Sie- (przypadek zależny od siego, sich - ""w najbliższym czasie"") i -praw (""prawdziwy, sprawiedliwy""). Znaczenie imienia: ""ten, który będzie prawy"". Istnieje też hipoteza, że Sie- w tym wypadku jest formą Wsze-; imię znaczyłoby wtedy ""zawsze prawy"".
",slavic,male
1263,Siemowit,"Siemowit – staropolskie imię męskie, złożone z członów Siemo- (psł. *sěmьja ma m.in. znaczenia ""rodzina, ród; czeladź, służba, własność"") i -wit (""pan, władca"", por. prasł. *vitъ – ""pan, możny""). Imię to wyrażało życzenie, aby nim obdarzony przewodził swojej wspólnocie[1]. Spopularyzowało się ono w czasach nowszych w zniekształconej formie jako Ziemowit. Siemowit był imieniem charakterystycznym dla dynastii piastowskiej i występował wśród Piastów mazowieckich do XV wieku[2].
",slavic,male
1264,Ischyrion,"Ischyrion — imię męskie pochodzenia greckiego, stanowiące spieszczenie od przydomka Ischyros — ""mocny"". Istnieje dwóch świętych o tym imieniu[1]. 
",greek,male
1265,Irydion,"Irydion[1] – imię męskie pochodzenia literackiego, utworzone przez Zygmunta Krasińskiego na potrzeby dramatu o tym samym tytule[2]. Nawiązuje do imienia greckiej bogini Irydy (Iris)[2][3].
",other,male
1266,Ermentruda,"Ermentruda, Irmentruda — imię żeńskie pochodzenia germańskiego, składające się z członów Ermen–, od germ. ermana (""wielki, wszechogarniający"" — imię półboga germańskiego), oraz trut, od germ. thrūdi (""moc, siła"") pomieszanego z drūda, stwniem. trūt, drūt (""ukochany, miły""). Pierwszy człon, ermana, występował w różnych imionach także w innych odmiankach, np. Ermina i Irmina (ta ostatnia wykształcona z poprzedniej, z podwyższoną artykulacją pierwszej samogłoski pod wpływem –i– w następnej sylabie)[1].
",german,female
1267,Iryda,"Iryda – imię żeńskie pochodzenia greckiego (Ιρις ‘tęcza’). Imię to w mitologii greckiej nosiła Iris, bogini uosabiająca tęczę.
",greek,female
1268,Irmina,"Irmina - imię żeńskie pochodzenia germańskiego. Wywodzi się od zdrobnienia grupy imion rozpoczynających się na irm - od irmen, co oznacza ""czczony, szanowany"". 
",german,female
1269,Ermegarda,"Ermegarda, Irmegarda, Irmgarda, Ermengarda, Irmengarda – imię żeńskie pochodzenia germańskiego, którego pierwszy człon to Ermen–, od germ. ermana („wielki, wszechogarniający” – imię półboga germańskiego), występujący w różnych imionach także w innych odmiankach, np. Ermina i Irmina (ta ostatnia wykształcona z poprzedniej, z podwyższoną artykulacją pierwszej samogłoski pod wpływem –i– w następnej sylabie). Człon drugi imienia wiąże się z germ. gardaz – „ogrodzenie, płot”, goc. garda – „pleciony płot, obora”, stsas. gardo, stwniem. garto – „ogród” i należy go rozumieć jako „ogrodzoną posiadłość”.
",german,female
1270,Ermenfryda,"Ermenfryda, Irmenfryda, Irmfryda — imię żeńskie pochodzenia germańskiego, żeński odpowiednik imienia Ermenfryd, składającego się z członów: Ermen–, od germ. ermana (""wielki, wszechogarniający"" — imię półboga germańskiego) oraz -frid // -frit — ""pokój""[1]. W Polsce obecne także jako Irmfrieda[2]. 
",german,female
1271,Ermenfryd,"Ermenfryd, Irmenfryd, Irmfryd — imię męskie pochodzenia germańskiego, składające się z członów: Ermen–, od germ. ermana (""wielki, wszechogarniający"" — imię półboga germańskiego) oraz -frid // -frit — ""pokój""[1]. 
",german,male
1272,Ireneusz,"Ireneusz (gr. eirenaios - ""spokojny, pokojowy"") – imię męskie pochodzenia greckiego. W Polsce pojawia się dopiero od XVIII wieku. 
",greek,male
1273,Irena,"Irena (gr. εἰρήνη [eirene] - pokój) – imię żeńskie pochodzenia greckiego. Męską formą tego imienia jest Ireneusz.
",greek,female
1274,Innocenty,"Innocenty — imię męskie pochodzenia łacińskiego. Wywodzi się od słowa oznaczającego ""niewinny, prawy"". Imię to zostało przybrane przez 13 papieży i jednego antypapieża.
",latin and romanic,male
1275,Innocenta,"Innocenta, Innocentyna – żeński odpowiednik imienia Innocenty
",latin and romanic,female
1276,Innocencja,"Innocencja – jeden z żeńskich odpowiedników imienia Innocenty.
",latin and romanic,female
1277,Ingryda,"Ingryda – imię żeńskie pochodzenia germańskiego. Wywodzi się od złożenia słów Ing - imienia jednego z bogów nordyckich - i fríðr, w staronordyjskim oznaczającego ""piękno"".
Patronką imienia jest szwedzka dominikanka bł. Ingryda Szwedzka (Elofsdotter)[1].
",german,female
1278,Ingolf,"Ingolf — męskie imię germańskie, składające się z członów Ing- i -wolf[1]. Według jednych badaczy pierwszy człon imienia, Ing-, pochodzi od germańskiego Ingwa, Ingu, co oznacza ""członek plemienia Ingweonów""[2], inne źródła podają, iż człon ten wywodzi się od imienia germańskiego boga[1], a kolejne wskazują, iż ów germański bóg był pierwotnie bogiem plemienia Ingweonów[3]. Człon drugi imienia oznacza ""wilk"".  
",german,male
1279,Ingeborga,"Ingeborga – imię żeńskie pochodzenia germańskiego. Wywodzi się od złożenia słów Ing - imię jednego z nordyckich bogów i borg oznaczającego ""forteca"", ""twierdza"".
",german,female
1280,Irma,"Irma - imię żeńskie pochodzenia germańskiego. Skrócona forma imienia Irmina.
",german,female
1281,Ingarda,"Ingarda — żeńskie imię germańskie, notowane w Polsce od średniowiecza w formach Ingardis i Hingardis. Według jednych badaczy pierwszy człon imienia, Ing-, pochodzi od germańskiego Ingwa, Ingu, co oznacza ""członek plemienia Ingweonów""[1], inne źródła podają, iż człon ten wywodzi się od imienia germańskiego boga[2], a kolejne wskazują, iż ów germański bóg był pierwotnie bogiem plemienia Ingweonów[3]. Człon drugi imienia wiąże się z germ. gardaz — ""ogrodzenie, płot"", goc. garda — ""pleciony płot, obora"", stsas. gardo, stwniem. garto — ""ogród"" i należy go rozumieć jako ""ogrodzoną posiadłość"". 
",german,female
1282,Inga,"Inga – imię żeńskie pochodzenia germańskiego.
",german,female
1283,Indracht,"Indracht, Indrakt — imię męskie pochodzenia celtyckiego (irlandzkiego), wywodzące się od Indrechtach, Indrachtach — ""napastnik, ""najeźdźca"". Patronem tego imienia jest święty Indracht, zm. w Glastonbury, syn króla irlandzkiego (†854)[1]. 
",other,male
1284,Imelda,"Imelda – imię żeńskie pochodzenia germańskiego, złożone z elementów irmen – ""cały"" i hild – ""walka"". Istnieją trzy błogosławione patronki tego imienia:
",german,female
1285,Emmeram,"Emmeram, Emmeran, Imbram — imię męskie pochodzenia germańskiego, złożone z członów heima - ""ojczyzna, miejsce zamieszkania"" i hraban - ""kruk"". W Polsce znane już w średniowieczu i zapisywane m.in. w formach Himram, Himbram, Imram, Imran, Imbram, Imbran, Ibram. Patronem tego imienia jest św. Emmeram. 
",german,male
1286,Ilona,"Ilona – imię żeńskie, węgierska forma imienia Helena[1].
",other,female
1287,Imisława,"Imisława – staropolskie imię żeńskie. Składa się z członu Imi- (""jąć"", ""rozpocząć"") i -sława (""sława""). Mogło oznaczać ""ta, która zapoczątkowuje sławę"". W źródłach polskich poświadczone w XIV wieku (1398 rok).
",slavic,female
1288,Ilidiusz,"Ilidiusz - imię męskie pochodzenia łacińskiego, oznaczające ""ten, który młóci zboże"". Jego żeńskim odpowiednikiem jest Ilidia. Patron - św. Illydiusz, biskup Clermont (IV wiek).
",latin and romanic,male
1289,Ilidia,"Ilidia – imię żeńskie pochodzenia łacińskiego, oznaczające ""ta, która młóci zboże"". Jego męskim odpowiednikiem jest Ilidiusz. Patron - św. Ilidiusz, biskup (IV wiek).
",latin and romanic,female
1290,Ildefons,"Ildefons – imię męskie pochodzenia germańskiego. Wywodzi się od słów hild ""walka, potyczka"" i funs  ""gotowy"", co mogło oznaczać ""gotowego do walki"". Patronem tego imienia jest św. Ildefons z Toledo, zakonnik, biskup (VII wiek).
",german,male
1291,Igor,"Igor — imię męskie pochodzenia skandynawskiego, przekształcone z pierwotnego Ingwar (Ingvarr), na gruncie języka staroruskiego. Imię to jest złożone z członów: Ing-, prawdopodobnie pochodzącego od imienia jednego z bogów germańskich, oraz -war, pochodzącego najprawdopodobniej od staro-wysoko-niemieckiego słowa wart – stróż, pasterz. Imię to nosił wielki książę kijowski, czernihowski i moskiewski z XII wieku św. Igor, którego wspomina się 5 czerwca.
",other,male
1292,Imisław,"Imisław, Jimisław, Himisław – staropolskie imię męskie, po raz pierwszy odnotowane w 1212 roku[1].  Składa się z członów: Imi-, pochodzącego od prasł. *jęti, w trybie rozkazującym *jьmi  (""jąć"", ""rozpocząć"") i -sław (""sława""). Nie ma odpowiedników w innych językach słowiańskich[2]. Mogło oznaczać ""ten, który zapoczątkowuje sławę"".
",slavic,male
1293,Ildefonsa,"Ildefonsa – imię żeńskie pochodzenia germańskiego. Wywodzi się od słów hild ""walka, potyczka"" i funs  ""gotowy"", co mogło oznaczać ""gotową do walki"". Patronem tego imienia jest św. Ildefons z Toledo, zakonnik, biskup (VII wiek).
",german,female
1294,Ignacja,"Ignacja — żeński odpowiednik imienia Ignacy, które posiada nieustaloną do końca etymologię. Według najbardziej rozpowszechnionej teorii wywodzi się je od łacińskiego wyrazu ignis, oznaczającego ""ogień"". Zachodzi jednak również podobieństwo między tym imieniem a nazwą łacińskiego rodu Egnacjuszów (Egnatii). Istnieją też hipotezy o etruskim pochodzeniu Ignacego.
",other,female
1295,Nieprosz,"Nieprosz, Nieprasz, Nieproch – staropolskie imię męskie, złożone z dwóch członów: nie- (negacja) i -prosz w różnych wersjach (od ""prosić""). Być może oznaczało ""ten, który nie prosi"" albo powstało przez negację imienia Prosimir.
",slavic,male
1296,Niepełka,"Niepełka — staropolskie imię męskie, złożone z dwóch członów: nie- (negacja) i -pełka (""pułk""). Być może oznaczało ""tego, kto walczy samotnie"" albo powstało przez negację imion z członem -pełk (takich, jak Przedpełk albo Świętopełk)[1].
",slavic,male
1297,Ingbert,"Ingbert, Ingobert – imię męskie pochodzenia germańskiego. Powstało ze starowysokoniem. Ing(wio) (imię germańskiego boga) i beraht (błyszczący, świecący). Imię to ma dwóch świętych patronów.
",german,male
1298,Nienach,"Nienach – staropolskie imię męskie. Składa się z członu Nie- (przeczenie) i -nach (z Naczęsław), albo też podstawa Nien- powstała ze skrócenia imion z pierwszym członem Nino-, takich jak Ninomysł i Ninogniew.
",slavic,male
1299,Niemst,"Niemst, Niemsta, Niemszczon – staropolskie imię męskie, złożone z dwóch członów: nie- (negacja) i -mst (mścić). Być może oznaczało „tego, kto poniechał zemsty” albo powstało przez negację imion z członem -Mści- (takich, jak Mścigniew albo Mścibor).
",slavic,male
1300,Nierad,"Nierad, Niered —  staropolskie imię męskie złożone z członów Nie- (przeczenie) i -rad (""być zadowolonym, chętnym, cieszyć się"")[1]. Być może oznaczało ""ten, który się nie cieszy"".
",slavic,male
1301,Niemir,"Niemir, Niemirz, Niemierz – staropolskie imię męskie, złożone z dwóch członów: nie- (negacja) i -mir (""pokój, spokój, dobro""). Być może oznaczało ""tego, kto nie zna pokoju"" albo powstało przez negację imion z członem Mir- (takich, jak Mirogniew albo Mirogod). Pisownia z kończowym -rz prawdopodobnie jest zapisem imienia zdrobniałego, uformowanego przy użyciu przyrostka -jь, pod wpływem którego wygłosowe -r przeszło w -rz[1]. W dawnych źródłach mazowieckich jako zamiennik tego imienia w formie Niemierza często pojawia się imię Erazm[2].
",slavic,male
1302,Niesiebąd,"Niesiebąd, Niesiebud – staropolskie imię męskie, złożone z trzech członów: Nie- (przeczenie), sie (przypadek zależny od siego, sich – ""w najbliższym czasie"") i -bąd (""bądź""). Istnieje też hipoteza, że Sie- w tym wypadku jest formą Wsze-; imię oznaczałoby wtedy ""tego, który nie jest wszędzie"", tzn. ""tego, który lubi przebywać w jednym miejscu"".
",slavic,male
1303,Niegowoj,"Niegowoj – staropolskie imię męskie, złożone z dwóch członów: Niego- (""rozkosz"") i -woj (""wojownik""). Może ono oznaczać ""tego, którego wojownicy zawsze cieszą, który może być zawsze z wojowników dumny"".
",slavic,male
1304,Ignacy,"Ignacy – imię męskie o niepewnej do końca etymologii. Według najbardziej rozpowszechnionej teorii wywodzi się je od łacińskiego wyrazu ignis, oznaczającego „ogień”. Zachodzi jednak również podobieństwo między tym imieniem, a nazwą łacińskiego rodu Egnacjuszów (Egnatii). Istnieją też hipotezy o etruskim pochodzeniu Ignacego. 
",other,male
1305,Niegosława,"Niegosława — staropolskie imię żeńskie, złożone z członów Niego- (""rozkosz"") i -sława (""sława""). Mogło oznaczać ""tę, która sławi rozkosz"".
",slavic,female
1306,Niegodoma,"Niegodoma –  staropolskie imię męskie, złożone z członów Niego- (""rozkosz"") i -doma (""dom""; psł. *domъ oznacza ""pomieszczenie, gdzie człowiek żyje ze swoją rodziną""; ""wszystko, co jest w domu, rodzina, mienie, majątek"", ""ród, pokolenie"", ""strony rodzinne, kraj ojczysty"")[1]. Mogło oznaczać ""ten, w którego domu zawsze jest szczęśliwie"".
",slavic,male
